OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
1654,ชุมชนจรัญสนิทวงศ์ 66/1,1025,102501,5,13.78563179,100.496562,เขตบางพลัด,แขวงบางพลัด,ชุมชนเมือง,617,โรงพยาบาลการไฟฟ้านครหลวง,1426.335111
1225,ชุมชนจอมทอง,1035,103504,5,13.69752558,100.4707446,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง,705,โรงพยาบาลพีเอ็มจีบางขุนเทียน,192.1009673
1472,ชุมชนหมู่บ้านชลลดา,1042,104201,5,13.91314711,100.6457395,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,1991,โรงพยาบาลภูมิพลอดุลยเดช,3001.393251
1510,ชุมชนหมู่บ้านพลับพลา,1045,104501,5,13.76071777,100.6017237,เขตวังทองหลาง,แขวงวังทองหลาง,ชุมชนเมือง,772,โรงพยาบาลนวศรีเนอสซิ่งโฮม,894.5944399
1285,ชุมชนหมู่บ้านแสนสุข,1047,104701,5,13.67592839,100.6202745,เขตบางนา,แขวงบางนา,ชุมชนเมือง,1204,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,1462.328807
1286,ชุมชนหมู่บ้านรุ่งเรืองวิลล่า,1047,104701,5,13.6785194,100.5985039,เขตบางนา,แขวงบางนา,ชุมชนเมือง,ไม่พบ,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,914.5346457
1287,ชุมชนหมู่บ้านทิมเรืองเวช,1047,104701,5,13.66203283,100.6165191,เขตบางนา,แขวงบางนา,ชุมชนเมือง,694,โรงพยาบาลมนารมย์,1597.848046
1289,ชุมชนหมู่บ้านเปรมฤทัย 1,1043,104301,5,13.83961294,100.6597068,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง,946,โรงพยาบาลเด็กสินแพทย์,986.9743318
1290,ชุมชนซอยประสิทธิชัย,1043,104301,5,13.84262396,100.6568698,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง,424,โรงพยาบาลเด็กสินแพทย์,1439.073146
1293,ชุมชนหมู่บ้านชื่นกมลนิเวศน์ 4,1043,104301,5,13.83021539,100.6699537,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง,397,โรงพยาบาลอินทรารัตน์,179.4413572
1299,ชุมชนหมู่บ้านอมรพันธ์นครสวนสยาม,1043,104301,5,13.79811812,100.6925318,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง,1451,โรงพยาบาล รามคำแหง 2,1529.861247
1673,ชุมชนหมู่บ้านรวมโชค,1038,103801,5,13.81642117,100.5981725,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,3946,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,1627.387173
1702,ชุมชนมหาสิน,1047,104701,5,13.68305594,100.6195375,เขตบางนา,แขวงบางนา,ชุมชนเมือง,3256,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,1537.564412
470,ชุมชนรุ่นใหม่พัฒนา,1005,100502,5,13.87424763,100.5878263,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,2000,สถาบันพัฒนาสุขภาวะเขตเมือง,987.71635
561,ชุมชนพลังสามัคคี,1005,100502,5,13.88377834,100.5983647,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,484,โรงพยาบาลเอส วาย เอช,1025.74257
1536,ชุมชนหมู่บ้านพร้อมสุข,1005,100502,5,13.85704256,100.6242328,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,575,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2701.296878
1704,ชุมชนทหารผ่านศึก,1005,100502,5,13.86876269,100.6096876,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,504,สถาบันพัฒนาสุขภาวะเขตเมือง,1452.143432
1742,ชุมชนหมู่บ้านสวนทองวิลล่า 1,1005,100502,5,13.85241997,100.6097415,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,315,สถาบันพัฒนาสุขภาวะเขตเมือง,2596.41878
12,ชุมชนเศตะพราหมณ์,1012,101204,5,13.68363704,100.5354081,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง,442,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,1968.228756
11,ชุมชนปรีชา 1,1012,101204,5,13.68254173,100.5341992,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง,334,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,2056.402359
75,ชุมชนวัดนรนารถ (ตรอกปูเค็ม),1001,100112,5,13.76984892,100.5025098,เขตพระนคร,แขวงวัดสามพระยา,ชุมชนเมือง,176,โรงพยาบาลครู,649.8544432
1117,ชุมชนซอยร่มเย็น,1032,103203,5,13.69621519,100.6767592,เขตประเวศ,แขวงดอกไม้,ชุมชนเมือง,705,โรงพยาบาลเดอะซีพลัส ประเวศ,389.6875528
48,ชุมชนหมู่บ้านทับแก้ว,1009,100905,5,13.68797486,100.6220394,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,934,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,2054.455989
52,ชุมชนหมู่บ้านยศศักดิ์นิเวศน์,1009,100905,5,13.68477059,100.6309751,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,188,โรงพยาบาลไทยนครินทร์,1999.148178
54,ชุมชนหมู่บ้านศรัณจิต 1,1009,100905,5,13.69112062,100.6330064,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,400,โรงพยาบาลสินแพทย์ ศรีนครินทร์,2225.318412
55,ชุมชนหมู่บ้านการท่าเรือ,1009,100905,5,13.69207718,100.6332441,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,482,โรงพยาบาลสินแพทย์ ศรีนครินทร์,2275.693018
62,ชุมชนหมู่บ้านไทยอาคาร,1009,100905,5,13.68884322,100.6329445,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง,622,โรงพยาบาลสินแพทย์ ศรีนครินทร์,2077.985479
